Country Name,Country Code,Series Name,Series Code,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020
Djibouti,DJI,"Population, total",SP.POP.TOTL,406018,528993,615050,643649,699973,717577,771599,816361,868136,929117
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,3.055432739,7.588228945,1.34334568,2.082280262,2.826537487,2.483849608,1.562166459,1.344808243,1.680251075,1.640628949
Djibouti,DJI,Land area (sq. km),AG.LND.TOTL.K2,23180,23180,23180,23180,23180,23180,23180,23180,23180,23180
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,109157070.7,171106184.1,234059259.3,292285185.2,331759259.3,333470370.4,367200000,458188888.9,485996296.3,576229629.6
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.19664683,7.816623013,2.029420826,3.104202263,0.354079012,2.340219321,3.050690295,7.121057986,-1.059000243,2.556494913
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,1478.171746,2402.771781,3317.824671,4120.581185,4751.092101,4787.801441,5216.872434,6468.944767,6849.455933,8080.968623
Dominica,DMA,"Population, total",SP.POP.TOTL,73846,71212,70546,70933,69828,69650,70387,70829,70954,71307
Dominica,DMA,Population growth (annual %),SP.POP.GROW,-0.860249355,-0.880791971,0.239847407,-0.242188828,-0.5071041,-0.255237524,0.405726272,0.045189443,0.059210806,0.185286616
Dominica,DMA,Land area (sq. km),AG.LND.TOTL.K2,750,750,750,750,750,750,750,750,750,750
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,11594000000,5374314928,11605382504,18241691857,22136621337,24305717542,22322395368,48122547177,60681537196,75704720190
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.252895975,2.155963331,11.22093274,5.977825114,5.940049136,4.66176228,2.570134279,3.209504262,2.717367897,6.659200263
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,1831.086459,783.0354013,1566.529623,2293.754381,2653.225124,2869.178139,2487.329061,5087.983213,6110.366576,7280.88361
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,6331760,6863438,7408339,7952766,8343288,8471317,8974444,9458079,9930916,10397738
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,2.108427064,1.964373996,1.87931589,1.693255744,1.556538468,1.522860326,1.392770501,1.268553611,1.192236521,1.122509799
Dominican Republic,DOM,Land area (sq. km),AG.LND.TOTL.K2,48310,48310,48310,48310,48310,48310,48310,48310,48310,48310
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,16912515183,13051886552,18094238119,25226393197,19645272636,18327764882,36591661000,61762635000,87924544000,99937696000
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.625273268,5.89046729,2.114310675,1.731747514,-4.739385791,1.091801564,8.211020917,6.3571306,5.641962067,-1.226383985
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1912.431271,1337.889895,1688.504752,2155.51815,1578.934298,1445.279324,2691.277685,4249.01897,5682.046108,6060.092962
Ecuador,ECU,"Population, total",SP.POP.TOTL,8843463,9755576,10716131,11703169,12442109,12681123,13596390,14535740,15474099,16491116
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,2.506065267,2.41960917,2.29996942,2.141544797,1.977779419,1.902790305,1.681500928,1.65919151,1.49891549,1.706874588
Ecuador,ECU,Land area (sq. km),AG.LND.TOTL.K2,276840,276840,276840,276840,248360,248360,248360,248360,248360,248360
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,33971188992,34980124929,41855986519,67629716981,90710704807,99838543960,78782467532,1.63E+11,2.79E+11,3.32E+11
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.745762712,5.461320498,4.472859189,4.98873057,6.053438783,6.370003834,4.092071612,7.156283564,2.226199797,4.346643453
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,708.1957476,655.0678055,713.4525483,1063.333044,1343.551963,1450.476242,1062.158092,2044.527804,3229.68563,3519.87324
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,47968643,53399243,58666812,63601632,67515591,68831561,74172073,79636081,86422240,94447071
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,2.619789215,2.671255631,2.140223658,2.013170601,1.967417366,1.930382623,1.831326977,1.778691301,2.214740995,2.145222268
"Egypt, Arab Rep.",EGY,Land area (sq. km),AG.LND.TOTL.K2,995450,995450,995450,995450,995450,995450,995450,995450,995450,995450
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,3661683400,4189880000,5813399300,9586327800,11284197000,11784927700,13724810900,17986890000,21386150000,24191430000
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.33525803,1.878176962,7.021963316,0.811461899,2.162033737,1.127906977,0.889404486,2.126699102,2.815501822,2.545926086
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,751.7250214,816.2199828,1073.310253,1684.784505,1930.627457,2001.540049,2278.43033,2933.39424,3428.409332,3805.995686
El Salvador,SLV,"Population, total",SP.POP.TOTL,4871041,5133273,5416327,5689943,5844834,5887930,6023801,6131767,6237922,6356137
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,1.366394908,1.28897507,1.378222919,1.083913181,0.80858682,0.734629859,0.494697409,0.4242186,0.439491797,0.489163801
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,50320914.41,100534663.3,134707184.4,232463036.4,621117885.7,1045998496,4410764339,19749893536,22388344124,11240808847
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.011381671,2.655262182,34.74532003,66.57999722,25.66401544,18.21377996,37.99872686,17.79910913,8.312871844,-8.816417232
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,151.772907,254.5355336,301.177109,450.6460023,1067.643955,1725.557584,6152.131238,22942.6101,21711.15159,9250.316493
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,331554,394973,447269,515844,581765,606180,716949,860839,1031191,1215181
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,7.301581257,3.084247298,3.278281737,3.768127788,4.081912968,4.111038555,4.315088089,4.654916813,4.394052518,3.91079791
Equatorial Guinea,GNQ,Land area (sq. km),AG.LND.TOTL.K2,28050,28050,28050,28050,28050,28050,28050,28050,28050,28050
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..,..,477101651.6,693535954.2,688921325.7,706370815.6,1109054005,1380188800,..,..
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,9.258838563,0.013480096,-3.141985903,1.451735566,-9.783030018,..,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,211.3320034,315.7506824,307.9099092,308.1341868,407.769077,450.6323989,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,1946299,2185607,2257593,2196467,2237412,2292413,2719809,3062782,3250104,3376558
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,2.905865477,2.698314518,-0.387405382,-0.352672012,1.393993703,2.428513381,4.467643594,2.186536353,1.118037386,1.00426836
Eritrea,ERI,Land area (sq. km),AG.LND.TOTL.K2,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,4786018988,5756912266,5686579748,12145911801,24341678629,23020466785,24056487771
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,4.943014491,-0.425025157,10.08763444,6.804007771,-5.132000958,3.228200494,3.155564814
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,3380.926302,4140.936602,4070.609024,8914.103557,18204.96648,17404.2008,18282.92339
Estonia,EST,"Population, total",SP.POP.TOTL,1518617,1561900,1533091,1415594,1390244,1396985,1362550,1337090,1322696,1315790
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.652187283,0.621622035,-1.824181555,-1.475364638,0.294482276,0.483707162,-0.59782051,-0.26813372,-0.357944411,0.029112226
Estonia,EST,Land area (sq. km),AG.LND.TOTL.K2,42390,42390,42390,42390,42390,42390,42390,42390,42390,43470
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,494475699.9,692016714.3,1284766234,1602760100,1547884442,1738100853,2770082792,3294093485,4886533033,3816022047
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.161755087,6.569821571,3.226206881,3.842053638,2.950875211,1.76017376,3.623914226,0.821663914,5.396630697,1.062610193
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,732.2962204,894.3395802,1481.861181,1695.134775,1557.063331,1728.710498,2699.130742,3137.387266,4527.565039,3425.531957
Eswatini,SWZ,"Population, total",SP.POP.TOTL,675240,773774,866995,945506,994105,1005432,1026287,1049948,1079285,1113994
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,3.485185692,3.302962874,2.538065597,1.994359879,1.436985822,1.1329744,0.340738113,0.697413081,0.674567033,0.897738794
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,8096302367,10908935749,10492993078,8547939731,7700833482,8242392104,10131187261,27066912635,43310721414,74296618481
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.848021453,0.503674879,-8.672480148,12.42617378,5.162145821,6.07321748,13.57260314,10.78852169,8.647811633,9.433482658
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,205.6237929,243.7358577,204.0501815,145.1669013,119.6840763,124.4607909,136.46625,326.4368228,467.0778718,717.1248698
Ethiopia,ETH,"Population, total",SP.POP.TOTL,39374346,44757205,51423591,58883531,64343008,66224809,74239508,82916236,92726982,103603461
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,3.178064856,3.242478772,3.59050935,3.167007106,2.893813924,2.88268787,2.826396381,2.741029927,2.829627968,2.708072653
Ethiopia,ETH,Land area (sq. km),AG.LND.TOTL.K2,1101000,1101000,1101000,1000000,1000000,1000000,1129264.328,1129272.056,1129209.376,1129304.039
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,1120280382,1058702725,1688237552,2432415998,2366301252,2738832687
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,24129.41289,22651.86198,35467.17547,50863.95379,49459.71723,56854.10265
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,44895,46833,46746,45624,46428,46738,47600,47822,47843,48173
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,0.921933626,1.058256364,-0.803251397,-0.002191805,0.721993582,0.665481279,0.338808603,-0.006273067,0.05854189,0.245250985
Faroe Islands,FRO,Land area (sq. km),AG.LND.TOTL.K2,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1177997414,1109976928,1532401863,2128696644,1936484565,1678239218,2708078477,3523185920,3972012571,4930204230
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.393024471,0.955754872,6.10000191,4.80000043,8.799998719,-1.699998416,5.299999705,1.03279422,1.411314382,2.445652008
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1681.705084,1535.399195,2058.379603,2713.827761,2401.686422,2069.317455,3311.159895,4167.694935,4591.577015,5651.272721
Fiji,FJI,"Population, total",SP.POP.TOTL,700478,722924,744470,784389,806302,811011,817864,845356,865065,872406
Fiji,FJI,Population growth (annual %),SP.POP.GROW,2.161883652,0.158925762,1.226070656,1.148993579,0.76616516,0.582325537,0.218612498,1.090795994,0.186749844,0.433535157
Fiji,FJI,Land area (sq. km),AG.LND.TOTL.K2,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,52888800950,1.09E+11,1.13E+11,1.32E+11,1.35E+11,1.26E+11,1.97E+11,2.85E+11,2.58E+11,2.41E+11
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.237691996,5.217150323,-3.294660066,3.66717983,4.379575723,5.773362458,3.99209129,0.783995061,-1.397545728,2.811457767
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,10833.86629,22047.79332,22319.05946,25783.45049,26177.34798,24285.46682,37702.84538,53554.03892,47710.79022,43784.28396
Finland,FIN,"Population, total",SP.POP.TOTL,4881803,4946481,5041992,5124573,5165474,5176209,5228172,5313399,5413971,5495303
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.534342931,0.290689051,0.561909851,0.328037914,0.232116249,0.207606515,0.290350362,0.465549285,0.475809487,0.287421402
Finland,FIN,Land area (sq. km),AG.LND.TOTL.K2,304590,304590,304590,304590,304590,304590,304590,303900,303890,303910
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,5.31E+11,1.02E+12,1.40E+12,1.61E+12,1.49E+12,1.36E+12,2.12E+12,2.92E+12,2.68E+12,2.47E+12
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.513721603,4.743142194,1.599342677,1.412993673,3.421373799,3.923669227,2.829752929,0.25494596,0.313134751,1.095464404
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,9419.696143,17679.99669,23813.71225,26871.83127,24673.20305,22364.02939,33741.26192,45334.11796,40874.70039,37037.37419
France,FRA,"Population, total",SP.POP.TOTL,56337675,57627106,58851216,59753095,60496708,60912500,62704901,64374979,65659814,66724104
France,FRA,Population growth (annual %),SP.POP.GROW,0.558734008,0.564631643,0.497242647,0.354065506,0.514446451,0.684945784,0.736332749,0.558843467,0.483998961,0.263868789
France,FRA,Land area (sq. km),AG.LND.TOTL.K2,547566,547566,547566,547566,547566,547567,547567,547557,547557,547557
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1378991403,2687472830,3558215009,3954697174,3797016079,3447543203,..,..,..,..
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.405686083,2.399998744,0.899997568,0.300000309,4.000004639,4.000000359,..,..,..,2.302198237
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,8005.802085,14051.4108,17169.70348,17788.07039,16074.27103,14324.11866,..,..,..,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,172249,191260,207238,222323,236217,240681,255995,264064,268995,274576
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,2.822047417,2.473078126,1.714102422,1.934268172,1.990321783,1.872153116,1.29271982,0.511409081,0.481837052,0.532049201
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,3561451562,3834503378,5592390849,5694040337,4662992036,5080483464,7770219480,15571349776,17170465294,14023890620
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.508902308,12.84535325,-3.090145652,3.62504902,-8.932622802,-1.882966398,0.689543058,-3.308430649,5.251076918,2.091442208
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,4423.52051,4267.805094,5578.038555,5116.196625,3888.879467,4135.99238,5739.613204,10254.17196,9813.505747,6984.419712
Gabon,GAB,"Population, total",SP.POP.TOTL,805117,898472,1002573,1112944,1199058,1228359,1353788,1518538,1749677,2007882
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2.65071621,2.776277518,2.708269922,2.547393188,2.448036432,2.414288376,2.531576244,3.07422517,3.788583795,3.043638018
Gabon,GAB,Land area (sq. km),AG.LND.TOTL.K2,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,177338801.9,266673126.2,714255460.5,848237108.6,814723460.1,782915402.4,961900106.9,1561763437,1415006238,1484579844
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.535257305,4.476826924,3.378688791,2.223545638,6.39999905,5.500000216,7.050000001,6.255905534,5.241569246,1.943359655
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,244.3733422,305.3136177,695.1553715,728.6690719,637.9390629,594.1493885,642.7562183,924.5098746,742.7776286,690.7804932
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,725688,873440,1027476,1164091,1277118,1317708,1496524,1689288,1905020,2149134
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,3.57570182,4.97964062,3.446129852,3.098297783,3.100864606,3.128788688,3.163325465,2.97048034,3.031169712,2.988373007
"Gambia, The",GMB,Land area (sq. km),AG.LND.TOTL.K2,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,3095047604,2800049395,3057475335,5125365192,12795076469,16488403076,15141758567
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.426922971,5.555558079,-44.89999946,11.20000201,2.869257044,1.838341066,5.794496346,2.418571659,6.369008306,2.90643878
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,689.0594414,673.5434387,749.908535,1305.047486,3324.735879,4421.818242,4062.169888
Georgia,GEO,"Population, total",SP.POP.TOTL,4622200,4790700,4873500,4491699,4157192,4077131,3927340,3848449,3728874,3727505
Georgia,GEO,Population growth (annual %),SP.POP.GROW,0.853879671,0.990127868,0.77451105,-3.62954608,-2.057376879,-1.944629157,-0.61926241,-0.303790529,-0.736565519,0.059816599
Georgia,GEO,Land area (sq. km),AG.LND.TOTL.K2,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,4412279843,5197840979,6413901602,6934984709,7719354839,4983024408,8881368538,28678701891,41270954737,56165172899
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.647569458,5.628168765,3.87941908,4.602461156,4.399996825,3.700000082,5.599999991,9.149798938,9.292789406,3.37346575
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,355.6667037,372.6839796,409.7463898,397.135755,410.3340116,258.4710399,417.5080667,1217.064435,1587.560932,1971.956935
Ghana,GHA,"Population, total",SP.POP.TOTL,12405659,13947047,15653345,17462504,18812369,19278850,21272328,23563832,25996454,28481947
Ghana,GHA,Population growth (annual %),SP.POP.GROW,3.045340952,2.873211378,2.890511098,2.601601014,2.449494437,2.449406107,2.484598321,2.578757332,2.369482728,2.24660996
Ghana,GHA,Land area (sq. km),AG.LND.TOTL.K2,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,29284,29164,28844,28970,30526,31081,32930,33570,33653,33738
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,-0.670469626,0.17159138,-0.61177068,0.978189492,1.921641378,1.801792052,1.142241292,0.137121076,0.13380713,-0.011855365
Gibraltar,GIB,Land area (sq. km),AG.LND.TOTL.K2,10,10,10,10,10,10,10,10,10,10
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,48020024184,76261277925,1.16E+11,1.46E+11,1.43E+11,1.30E+11,2.41E+11,3.54E+11,2.42E+11,1.93E+11
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.010580877,4.287861305,0.699999893,2.862128912,3.072596347,3.919770905,5.060992902,-0.335172558,-7.086696786,-0.487173294
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,4852.565667,7598.028005,11176.45842,13749.11511,13245.18944,12042.95371,21955.10414,31997.28202,21914.25173,17911.79938
Greece,GRC,"Population, total",SP.POP.TOTL,9895801,10036983,10399061,10608800,10761698,10805808,10955141,11077841,11045011,10775971
Greece,GRC,Population growth (annual %),SP.POP.GROW,0.498156576,0.363197987,0.763882722,0.440670531,0.383471312,0.409041838,0.247413543,0.265457837,-0.540752951,-0.415913028
Greece,GRC,Land area (sq. km),AG.LND.TOTL.K2,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,379371608.4,898611007.9,1037921837,1197509787,1131561595,1068030830,1822486689,2499107511,2609667674,2707146783
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.179615486,5.603610711,-5.111700032,1.529637361,1.377884445,7.101596882,6.906582837,6.166132702,1.39419336,4.68195411
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,7198.702247,16398.01109,18768.93014,21422.35754,20170.43842,19004.10729,32023.45221,44367.05565,45936.76595,48181.87419
Greenland,GRL,"Population, total",SP.POP.TOTL,52700,54800,55300,55900,56100,56200,56911,56328,56810,56186
Greenland,GRL,Population growth (annual %),SP.POP.GROW,1.145050679,1.28560081,-0.361011222,0.179051077,0,0.178094437,0.256870545,-0.402186877,-0.140721219,0.128227978
Greenland,GRL,Land area (sq. km),AG.LND.TOTL.K2,341700,341700,341700,341700,410450,410450,410450,410450,410450,410450
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,145533310.7,236357523.7,310160444.4,366911444.4,482009370.4,520044370.4,599118592.6,825976037,799882259.3,1061640741
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.56846524,2.966791702,-0.851148756,4.438234716,6.898362434,4.887952137,-0.647450316,0.947542625,-1.155143735,3.739651388
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,1477.915659,2408.714548,3192.231908,3632.678677,4705.790063,5056.977259,5741.653658,7832.349081,7444.089075,9628.259169
Grenada,GRD,"Population, total",SP.POP.TOTL,98472,98126,97161,101003,102429,102837,104346,105457,107452,110263
Grenada,GRD,Population growth (annual %),SP.POP.GROW,2.521574071,-1.315122396,0.722024797,0.71241154,0.397159757,0.397533481,0.329255537,0.260159661,0.621740443,0.600367481
Grenada,GRD,Land area (sq. km),AG.LND.TOTL.K2,340,340,340,340,340,340,340,340,340,340
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,3869000000,4658000000,5265000000,5901000000
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,6.493789497,2.034587996,2.13385063,0.181983621
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,24472.78202,29288.78186,32908.30677,36214.00692
Guam,GUM,"Population, total",SP.POP.TOTL,113953,124674,136693,148061,153955,155323,158094,159037,159990,162948
Guam,GUM,Population growth (annual %),SP.POP.GROW,2.263182557,2.231263261,2.32391326,1.704284831,1.097882229,0.884646772,0.234946295,0.118910941,0.187687743,0.675497259
Guam,GUM,Land area (sq. km),AG.LND.TOTL.K2,540,540,540,540,540,540,540,540,540,540
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,9470000100,7841602824,10440842165,15674835615,18318412251,19288827159,23577286227,38503862831,49593961142,66053725049
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.496697749,3.89238706,4.838338847,2.957779887,3.847062189,3.608868717,3.137916836,3.293524,2.974708568,2.677802555
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,1234.702641,915.3980653,1093.962908,1487.607658,1619.510736,1664.298958,1859.098363,2802.461962,3355.036919,4173.301666
Guatemala,GTM,"Population, total",SP.POP.TOTL,7669863,8566331,9544055,10536942,11311078,11589761,12682108,13739299,14781942,15827690
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,2.739688448,2.768246906,2.624668674,2.402720921,2.369476412,2.433943645,2.125985971,1.927447638,1.777495787,1.658073318
Guatemala,GTM,Land area (sq. km),AG.LND.TOTL.K2,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,..,2384295982,3284620543,3868968302,3461282543,2995361141,3635458133,6964179194,7638045254,8595955581
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,6.308116697,3.270947301,4.461575085,3.812004035,2.503060562,2.340117313,4.133009273,5.915288884,10.82062144
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,..,398.5461528,489.0716041,518.3656626,429.7196923,363.4822793,407.3009759,715.0965267,717.0505359,732.2915119
Guinea,GIN,"Population, total",SP.POP.TOTL,5326369,5982484,6716032,7463782,8054745,8240735,8925729,9738796,10652032,11738434
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.488787254,3.074987134,2.733495034,2.635672254,2.437653832,2.28281802,1.95304244,2.29160483,2.197958682,2.644357731
Guinea,GIN,Land area (sq. km),AG.LND.TOTL.K2,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,138478900.6,164458120.3,226313443.7,270419779.4,224446663.8,371095510,532062927.4,868154708.5,989271229.6,1179004941
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.109222986,4.599999988,1.099999971,11.6,1.025537409,5.426987367,2.76140199,3.203567307,-1.712683012,6.262805638
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,162.6721541,176.2593916,221.7991653,243.4382959,190.6723062,308.9103184,405.0751184,599.9952372,616.375664,661.4578387
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,851276,933046,1020353,1110835,1177133,1201305,1313492,1446936,1604981,1782434
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.505531045,2.198700448,2.262972118,1.998989136,1.952534789,2.032664485,2.325669198,2.476336805,2.650742625,2.570119483
Guinea-Bissau,GNB,Land area (sq. km),AG.LND.TOTL.K2,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,437631605.3,413799990,373573141.5,705406001.4,694754988.3,712667896.7,787814379.2,3025187924,4063089192,4482697337
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.028737864,-3.693533101,7.757885776,7.955517541,2.960151803,-1.363803903,1.56335211,1.606001675,5.383623469,3.807918837
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,564.5278745,551.2621746,499.0317093,927.1885834,926.7403362,954.4003181,1056.423886,4050.786237,5378.810878,5811.397924
Guyana,GUY,"Population, total",SP.POP.TOTL,775217,750641,748596,760801,749676,746718,745737,746815,755388,771363
Guyana,GUY,Population growth (annual %),SP.POP.GROW,-0.480772013,-0.903134065,0.551749372,-0.065304559,-0.545678176,-0.395350937,0.079818688,0.045269111,0.445663749,0.510790065
Guyana,GUY,Land area (sq. km),AG.LND.TOTL.K2,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1816200000,2613926800,2257121668,2907514523,4153736347,6813577558,6036959915,10485225353,13708926466,13987693739
